antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG STRAWBERRY'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.027764480612733365,0.06063507260252114,0.015557683101962662,0.5603448275862069,9.241265880217785,0.013874181804238283,2.136594736825638,0.9172568773750458
"frozenset({'JUMBO BAG VINTAGE LEAF', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.01523855114089676,0.10539333014201373,0.012127014520504228,0.7958115183246073,7.55087174162046,0.010520972869225736,4.381278819048085,0.8809899708763117
"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.017632040848891018,0.10539333014201373,0.013483325355034307,0.7647058823529411,7.255733178964242,0.011625025852769665,3.802078346896441,0.8776527622462813
"frozenset({'JUMBO STORAGE BAG SKULLS', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.01779160682942397,0.06063507260252114,0.010850486676240625,0.6098654708520179,10.057965541656833,0.009771691304422993,2.4077974575820433,0.9168892477793653
"frozenset({'JUMBO STORAGE BAG SKULLS', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.015318334131163236,0.10539333014201373,0.010850486676240625,0.7083333333333334,6.720855412566237,0.009236036429929262,3.067222868084525,0.8644513712145043
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.03015797032072762,0.06063507260252114,0.015717249082495614,0.5211640211640213,8.595091896407688,0.013888618362553617,1.9617676384323044,0.9111324356963536
"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.020185096537418224,0.10539333014201373,0.015717249082495614,0.7786561264822135,7.388096812511781,0.013589874539179076,4.0417051334655465,0.8824596783360206
"frozenset({'LUNCH BAG  BLACK SKULL.', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.020025530556885274,0.06063507260252114,0.010212222754108824,0.5099601593625498,8.410316628223946,0.008997973254888079,1.9169154209493269,0.8991034356427582
"frozenset({'LUNCH BAG  BLACK SKULL.', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.014839636189564385,0.10539333014201373,0.010212222754108824,0.6881720430107527,6.529559717711411,0.00864822407799469,2.868911044716991,0.859606565840622
"frozenset({'LUNCH BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.019626615605552896,0.06063507260252114,0.012127014520504228,0.6178861788617886,10.190243902439025,0.010936953258319754,2.4583380014870193,0.919921875
"frozenset({'LUNCH BAG PINK POLKADOT', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.01795117280995692,0.10539333014201373,0.012127014520504228,0.6755555555555555,6.409851122886701,0.010235080638108098,2.7573493249047516,0.8594176918044563
"frozenset({'LUNCH BAG RED RETROSPOT', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.01707355991702569,0.10539333014201373,0.013164193393968406,0.7710280373831776,7.315719470522898,0.011364754056933865,3.9070577010124303,0.8783038173947265
"frozenset({'LUNCH BAG PINK POLKADOT', 'JUMBO BAG PINK POLKADOT'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.01795117280995692,0.07579384075315143,0.010212222754108824,0.5688888888888889,7.5057403508771925,0.008851634420818648,2.143777173510731,0.8826125700706801
"frozenset({'LUNCH BAG  BLACK SKULL.', 'JUMBO BAG PINK POLKADOT'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.014839636189564385,0.06558161799904261,0.010212222754108824,0.6881720430107527,10.493367867514324,0.009239015402280044,2.996583087106519,0.9183293853255589
"frozenset({'LUNCH BAG PINK POLKADOT', 'JUMBO BAG PINK POLKADOT'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.01795117280995692,0.08568693154619435,0.011568533588638902,0.6444444444444444,7.520918684047175,0.010030352672898219,2.571505505026328,0.8828863657374336
"frozenset({'LUNCH BAG RED RETROSPOT', 'JUMBO BAG PINK POLKADOT'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.01707355991702569,0.06558161799904261,0.011568533588638902,0.677570093457944,10.331707483457262,0.010448821904276758,2.8980512137420997,0.9188994626063591
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG SCANDINAVIAN BLUE PAISLEY'})",frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),0.019227700654220522,0.04156693792883357,0.011169618637306526,0.5809128630705394,13.975358590645184,0.010370381997698349,2.2869541382094165,0.9466473370443109
"frozenset({'JUMBO BAG SCANDINAVIAN BLUE PAISLEY', 'JUMBO BAG PINK VINTAGE PAISLEY'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.017472474868358068,0.10539333014201373,0.011169618637306526,0.639269406392694,6.065558470648014,0.009328136325107626,2.4799855784670757,0.8499860796937533
"frozenset({'JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO BAG STRAWBERRY'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.014281155257699059,0.10539333014201373,0.010371788734641774,0.7262569832402235,6.890919778904588,0.008866650223757742,3.268052936828154,0.8672670672104099
"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG PINK VINTAGE PAISLEY'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.018190521780756343,0.10539333014201373,0.011807882559438328,0.6491228070175439,6.1590501613610105,0.009890722891943583,2.5496290090952614,0.8531566671498412
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG PINK VINTAGE PAISLEY'})",frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.022498803255146003,0.05544917823520026,0.011807882559438328,0.524822695035461,9.46493188427981,0.010560342407665034,1.9877860577438322,0.9149317044762687
"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG PINK VINTAGE PAISLEY'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.014121589277166108,0.10539333014201373,0.010212222754108824,0.7231638418079096,6.861571228781482,0.008723901433290535,3.2315383788747667,0.8664971018451079
"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG SCANDINAVIAN BLUE PAISLEY'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.014440721238232009,0.10539333014201373,0.010371788734641774,0.7182320441988951,6.8147770189166925,0.008849833033691999,3.174976612633246,0.8657622875788502
"frozenset({'JUMBO BAG SCANDINAVIAN BLUE PAISLEY', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.019227700654220522,0.05544917823520026,0.010371788734641774,0.5394190871369294,9.72817099017881,0.009305628534012823,2.0507815139217724,0.9147951617243083
"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG SPACEBOY DESIGN'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.014201372267432583,0.10539333014201373,0.010052656773575874,0.7078651685393258,6.716413340251256,0.008555926857724713,3.062307446821568,0.8633720780855775
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG SPACEBOY DESIGN'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.016515078985160365,0.0536939524493378,0.010052656773575874,0.608695652173913,11.336391239744168,0.009165896907849615,2.418337677073914,0.9270996303120908
"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG STRAWBERRY'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.016116164033827988,0.10539333014201373,0.012366363491303654,0.7673267326732673,7.280600505167852,0.010667827294663573,3.844905261942835,0.8767790066232094
"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG VINTAGE LEAF'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.015717249082495614,0.10539333014201373,0.010371788734641774,0.6598984771573604,6.261292590984372,0.008715295513166053,2.6304106561496012,0.8537064864291906
"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG VINTAGE LEAF'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.014999202170097335,0.10539333014201373,0.010132439763842349,0.675531914893617,6.409626813986824,0.008551623897662472,2.7571484251360885,0.8568365411475679
"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.01842987075155577,0.10539333014201373,0.013563108345300782,0.7359307359307359,6.98270692214674,0.011620722892707422,3.3877727989704067,0.8728760560551945
"frozenset({'LUNCH BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.01691399393649274,0.10539333014201373,0.011329184617839477,0.6698113207547169,6.355348292459971,0.009546562470870679,2.7093802001413296,0.8571500419494732
"frozenset({'LUNCH BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.019626615605552896,0.07579384075315143,0.011249401627573001,0.573170731707317,7.562233632862643,0.009761825049842408,2.165283001664045,0.8851361646719857
"frozenset({'LUNCH BAG  BLACK SKULL.', 'JUMBO BAG RED RETROSPOT'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.020025530556885274,0.06558161799904261,0.011249401627573001,0.5617529880478087,8.565707971035565,0.009936094932363197,2.132172853474912,0.9013045187865603
"frozenset({'LUNCH BAG  BLACK SKULL.', 'JUMBO BAG RED RETROSPOT'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.020025530556885274,0.08568693154619435,0.01292484442316898,0.6454183266932271,7.532284270738276,0.011208918157164929,2.57856831665062,0.884959941623623
"frozenset({'LUNCH BAG CARS BLUE', 'JUMBO BAG RED RETROSPOT'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.017871389819690442,0.08568693154619435,0.011329184617839477,0.6339285714285714,7.398194333599362,0.009797840061724307,2.4976356991908837,0.8805688722097
"frozenset({'LUNCH BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.019626615605552896,0.08568693154619435,0.013164193393968406,0.6707317073170732,7.8277013217059555,0.011482448926091925,2.7768026523411877,0.8897105823863636
"frozenset({'JUMBO BAG RED RETROSPOT', 'LUNCH BAG SUKI DESIGN'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.01707355991702569,0.08568693154619435,0.011089835647040051,0.6495327102803738,7.580300736177101,0.009626854687180024,2.6088399553215256,0.8831577595066803
"frozenset({'LUNCH BAG RED RETROSPOT', 'JUMBO STORAGE BAG SUKI'})",frozenset({'LUNCH BAG SUKI DESIGN'}),0.01691399393649274,0.0665390138822403,0.0102920057443753,0.6084905660377359,9.144869010452016,0.00916656526703088,2.384261795867049,0.9059726788538556
"frozenset({'JUMBO STORAGE BAG SUKI', 'LUNCH BAG SUKI DESIGN'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.017153342907292167,0.08568693154619435,0.0102920057443753,0.6,7.002234636871508,0.008822188424889757,2.285782671134514,0.8721487133695918
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG ALPHABET DESIGN'})",frozenset({'LUNCH BAG APPLE DESIGN'}),0.01858943673208872,0.05935854475825754,0.011010052656773576,0.592274678111588,9.977917762702479,0.009906610744481091,2.3070469375929052,0.9168218914687035
"frozenset({'LUNCH BAG APPLE DESIGN', 'LUNCH BAG ALPHABET DESIGN'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.0218605393330142,0.07579384075315143,0.011010052656773576,0.5036496350364964,6.644994237418364,0.009353158419789094,1.8620035855414452,0.8684965836820578
"frozenset({'LUNCH BAG ALPHABET DESIGN', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.017472474868358068,0.07579384075315143,0.010371788734641774,0.593607305936073,7.83186733958183,0.009047482756906002,2.2741702120793237,0.8878291014710017
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG ALPHABET DESIGN'})",frozenset({'LUNCH BAG CARS BLUE'}),0.01858943673208872,0.06789532471677039,0.010371788734641774,0.5579399141630901,8.217648512479636,0.009109652891414752,2.108547469330024,0.8949472525685841
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG ALPHABET DESIGN'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.01675442795595979,0.07579384075315143,0.010690920695707675,0.638095238095238,8.418827067669172,0.00942103825130351,2.5537275452873445,0.8962345042072984
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG ALPHABET DESIGN'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.01858943673208872,0.06558161799904261,0.010690920695707675,0.575107296137339,8.769336800225556,0.009471795357126462,2.199186697032556,0.9027478654204791
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG ALPHABET DESIGN'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.01906813467368757,0.07579384075315143,0.011089835647040051,0.5815899581589957,7.6733142479630025,0.00964458848412293,2.2088527205999675,0.886583713915407
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG ALPHABET DESIGN'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.01858943673208872,0.08568693154619435,0.011089835647040051,0.5965665236051502,6.962164624643345,0.009496963854295253,2.2663292015929435,0.8725874190493959
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG ALPHABET DESIGN'})",frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.01858943673208872,0.06637944790170736,0.010531354715174725,0.5665236051502145,8.53462363816441,0.009297398168094956,2.153797907315863,0.8995523891873782
"frozenset({'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG ALPHABET DESIGN'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.01779160682942397,0.07579384075315143,0.010531354715174725,0.5919282511210762,7.809714420580598,0.009182860500402682,2.2648128957367826,0.8877488228069009
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG ALPHABET DESIGN'})",frozenset({'LUNCH BAG SUKI DESIGN'}),0.01858943673208872,0.0665390138822403,0.011488750598372427,0.6180257510729613,9.288171179794361,0.010251827809592948,2.443779885004921,0.9092384088014525
"frozenset({'LUNCH BAG ALPHABET DESIGN', 'LUNCH BAG SUKI DESIGN'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.01906813467368757,0.07579384075315143,0.011488750598372427,0.6025104602510459,7.949332746091168,0.010043503435455306,2.325108126947334,0.8911967376078804
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG APPLE DESIGN'})",frozenset({'LUNCH BAG CARS BLUE'}),0.024094463060475507,0.06789532471677039,0.013164193393968406,0.5463576158940397,8.047057999548642,0.011528292000601192,2.05471249587982,0.8973522008839209
"frozenset({'LUNCH BAG APPLE DESIGN', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.02138184139141535,0.07579384075315143,0.013164193393968406,0.6156716417910447,8.12297721916732,0.011543581512538328,2.4047305891083046,0.8960516628868169
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG APPLE DESIGN'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.021302058401148877,0.07579384075315143,0.013164193393968406,0.6179775280898876,8.153400354819633,0.011549628571797397,2.4192455344991033,0.8964479720165707
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG APPLE DESIGN'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.024094463060475507,0.06558161799904261,0.013164193393968406,0.5463576158940397,8.330956639435394,0.011584039521644258,2.059812783680943,0.901691539330519
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG APPLE DESIGN'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.02656773575873624,0.07579384075315143,0.015398117121429711,0.5795795795795795,7.646789947842578,0.01338444638816025,2.1982903644942895,0.8929498261630641
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG APPLE DESIGN'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.024094463060475507,0.08568693154619435,0.015398117121429711,0.6390728476821192,7.458230049206409,0.013333536514524439,2.5332343731472418,0.88729892204936
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG APPLE DESIGN'})",frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.024094463060475507,0.06637944790170736,0.01308441040370193,0.543046357615894,8.18094116148752,0.011485033248259485,2.0431406285049594,0.8994361052178212
"frozenset({'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG APPLE DESIGN'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.02106270943034945,0.07579384075315143,0.01308441040370193,0.6212121212121212,8.196076555023923,0.011487986759308124,2.43990426041168,0.8968811497405927
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG APPLE DESIGN'})",frozenset({'LUNCH BAG SUKI DESIGN'}),0.024094463060475507,0.0665390138822403,0.015477900111696186,0.6423841059602649,9.654247462956787,0.01387467829963008,2.6102334982181796,0.9185506327833703
"frozenset({'LUNCH BAG APPLE DESIGN', 'LUNCH BAG SUKI DESIGN'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.02624860379767034,0.07579384075315143,0.015477900111696186,0.5896656534954406,7.779862422012476,0.013488417615462996,2.2523246399423194,0.8949543241108724
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG VINTAGE LEAF DESIGN'})",frozenset({'LUNCH BAG APPLE DESIGN'}),0.01906813467368757,0.05935854475825754,0.011728099569171853,0.6150627615062761,10.36182345795654,0.010596242843687285,2.443622910899744,0.9210546845822509
"frozenset({'LUNCH BAG APPLE DESIGN', 'LUNCH BAG VINTAGE LEAF DESIGN'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.02225945428434658,0.07579384075315143,0.011728099569171853,0.5268817204301075,6.95151103565365,0.010040970035892034,1.9534357456808389,0.8756375989808408
"frozenset({'LUNCH BAG WOODLAND', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG APPLE DESIGN'}),0.024573161002074358,0.05935854475825754,0.01244614648157013,0.5064935064935064,8.532781734394637,0.01098751940437663,1.9060366329898464,0.9050447344247444
"frozenset({'LUNCH BAG WOODLAND', 'LUNCH BAG APPLE DESIGN'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.019546832615286423,0.07579384075315143,0.01244614648157013,0.636734693877551,8.400876476906552,0.010964616963098604,2.5441630226458187,0.89852818134208
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG APPLE DESIGN'})",frozenset({'LUNCH BAG WOODLAND'}),0.024094463060475507,0.051220679751077074,0.01244614648157013,0.5165562913907285,10.08491675434796,0.011212011705375356,1.9625435254464023,0.9230832117522764
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG DOLLY GIRL DESIGN'})",frozenset({'LUNCH BAG CARS BLUE'}),0.01906813467368757,0.06789532471677039,0.010690920695707675,0.5606694560669455,8.257850719557103,0.009396283500294549,2.121647784692303,0.8959879334518946
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG DOLLY GIRL DESIGN'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.01739269187809159,0.07579384075315143,0.010690920695707675,0.6146788990825688,8.109879285369386,0.009372661777230971,2.398535032331107,0.8922115631650128
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG CARS BLUE'}),0.03398755385351843,0.06789532471677039,0.019546832615286423,0.5751173708920188,8.47064762251535,0.017239236610073067,2.1937933241472694,0.9129750611840376
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.030955800223392373,0.07579384075315143,0.019546832615286423,0.6314432989690723,8.331063483450896,0.01720057362276825,2.507636292222219,0.9080775731995415
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.030955800223392373,0.06558161799904261,0.019546832615286423,0.6314432989690723,9.628358040484612,0.017516701150181228,2.5353449805340667,0.9247670350867171
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG CARS BLUE'}),0.03685974150311154,0.06789532471677039,0.01906813467368757,0.5173160173160173,7.619317228012879,0.016565530555357595,1.9310868160576324,0.90200221266543
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.03175363012605713,0.07579384075315143,0.01906813467368757,0.6005025125628141,7.92284051838138,0.016661405088578725,2.3134217067939984,0.902438334854908
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.030955800223392373,0.08568693154619435,0.01906813467368757,0.615979381443299,7.188720267234926,0.01641562713898808,2.380895775570984,0.888394133578422
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.030955800223392373,0.06637944790170736,0.016036381043561514,0.5180412371134021,7.804241425455988,0.01398155211537718,1.937137830022126,0.8997159763507508
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG SPACEBOY DESIGN'})",frozenset({'LUNCH BAG CARS BLUE'}),0.029599489388862296,0.06789532471677039,0.016036381043561514,0.5417789757412399,7.979621247873914,0.01402671410005411,2.0341813795886954,0.901360581782365
"frozenset({'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.027764480612733365,0.07579384075315143,0.016036381043561514,0.5775862068965518,7.620490018148821,0.013932004421406042,2.187916621890499,0.893584759609143
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG SUKI DESIGN'}),0.030955800223392373,0.0665390138822403,0.01707355991702569,0.5515463917525774,8.289067714900245,0.015013791496225528,2.081510704676384,0.9074500123882174
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG SUKI DESIGN'})",frozenset({'LUNCH BAG CARS BLUE'}),0.03135471517472475,0.06789532471677039,0.01707355991702569,0.544529262086514,8.020128990590324,0.014944721348835906,2.0464644546721185,0.903647330779232
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG SUKI DESIGN'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.028881442476464018,0.07579384075315143,0.01707355991702569,0.5911602209944752,7.799581273626054,0.014884524465243272,2.2605583084281027,0.897715301857181
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG VINTAGE LEAF DESIGN'})",frozenset({'LUNCH BAG CARS BLUE'}),0.01906813467368757,0.06789532471677039,0.010052656773575874,0.5271966527196652,7.7648447064492165,0.008758019578162747,1.971442631793733,0.8881497834324188
"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG VINTAGE LEAF DESIGN'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.01523855114089676,0.07579384075315143,0.010052656773575874,0.6596858638743456,8.703686966106366,0.008897668455093991,2.7157442525561244,0.8988026115952877
"frozenset({'LUNCH BAG WOODLAND', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG CARS BLUE'}),0.024573161002074358,0.06789532471677039,0.014201372267432583,0.577922077922078,8.511956903261252,0.012532969521879267,2.2083710768248825,0.9047507889798313
"frozenset({'LUNCH BAG WOODLAND', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.024413595021541407,0.07579384075315143,0.014201372267432583,0.5816993464052288,7.674757481940144,0.012350972134157943,2.2094303494494976,0.8914666284416315
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG DOLLY GIRL DESIGN'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.016515078985160365,0.07579384075315143,0.011010052656773576,0.6666666666666666,8.79578947368421,0.009758311390146613,2.7726184777405454,0.9011925042589438
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG DOLLY GIRL DESIGN'})",frozenset({'LUNCH BAG PINK POLKADOT'}),0.01906813467368757,0.06558161799904261,0.011010052656773576,0.5774058577405857,8.804385670219588,0.009759533532649498,2.211148448497315,0.903651183761515
"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG DOLLY GIRL DESIGN'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.020105313547151747,0.07579384075315143,0.012047231530237753,0.5992063492063492,7.905739348370926,0.010523372596952756,2.305940120101048,0.8914321394254878
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG DOLLY GIRL DESIGN'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.01906813467368757,0.08568693154619435,0.012047231530237753,0.6317991631799162,7.373343306608073,0.010413341579739872,2.4831911745506763,0.8811787486971768
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG DOLLY GIRL DESIGN'})",frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.01906813467368757,0.06637944790170736,0.013004627413435456,0.6820083682008368,10.274390489217895,0.011738895161280672,2.935990946730157,0.9202174558464337
"frozenset({'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG DOLLY GIRL DESIGN'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.023535982128610182,0.07579384075315143,0.013004627413435456,0.5525423728813559,7.290069580731489,0.011220744932010557,2.0654607346804568,0.8836240580624043
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG DOLLY GIRL DESIGN'})",frozenset({'LUNCH BAG SUKI DESIGN'}),0.01906813467368757,0.0665390138822403,0.012047231530237753,0.6317991631799162,9.495168718581619,0.010778456652476828,2.535195178206188,0.9120748487109119
"frozenset({'LUNCH BAG DOLLY GIRL DESIGN', 'LUNCH BAG SUKI DESIGN'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.018669219722355194,0.07579384075315143,0.012047231530237753,0.6452991452991453,8.51387314439946,0.01063221966361597,2.6055932682381036,0.8993345178484897
"frozenset({'LUNCH BAG WOODLAND', 'LUNCH BAG DOLLY GIRL DESIGN'})",frozenset({'LUNCH BAG  BLACK SKULL.'}),0.016116164033827988,0.07579384075315143,0.0106111377054412,0.6584158415841584,8.686930693069307,0.009389631735109575,2.705647016925557,0.8993790834530374
"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG DOLLY GIRL DESIGN'})",frozenset({'LUNCH BAG WOODLAND'}),0.01906813467368757,0.051220679751077074,0.0106111377054412,0.5564853556485355,10.864466429437295,0.00963445488586984,2.139228844712194,0.9256064113109125
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.03398755385351843,0.08568693154619435,0.02241902026487953,0.6596244131455399,7.698074855089569,0.0195067310644105,2.6861887390435943,0.9007103329818114
